Page,PageUrl,LinkStatus,LinkStatusDetail,LinkUrl,LinkDomain
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://finance.yahoo.com/quote/VNGD80.MI",finance.yahoo.com
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://finance.yahoo.com/quote/VUSC.DE",finance.yahoo.com
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://finance.yahoo.com/quote/VUSC.MI",finance.yahoo.com
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://finance.yahoo.com/quote/VUSC.SW",finance.yahoo.com
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://finance.yahoo.com/quote/VWRA.L",finance.yahoo.com
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://finance.yahoo.com/quote/VWRL.AS",finance.yahoo.com
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://finance.yahoo.com/quote/VWRL.L",finance.yahoo.com
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://finance.yahoo.com/quote/VWRL.MI",finance.yahoo.com
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://finance.yahoo.com/quote/VWRL.SW",finance.yahoo.com
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://finance.yahoo.com/quote/VWRP.L",finance.yahoo.com
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://finance.yahoo.com/quote/XG7S.DE",finance.yahoo.com
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://finance.yahoo.com/quote/XG7S.L",finance.yahoo.com
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://finance.yahoo.com/quote/XG7S.MI",finance.yahoo.com
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://finance.yahoo.com/quote/XG7S.SW",finance.yahoo.com
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://finance.yahoo.com/quote/XGSH.MI",finance.yahoo.com
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://www.boerse-frankfurt.de/en/etf/IE00B6R52259",www.boerse-frankfurt.de
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://www.boerse-frankfurt.de/en/etf/IE00BCRY5Y77",www.boerse-frankfurt.de
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://www.boerse-frankfurt.de/en/etf/IE00BCRY6557",www.boerse-frankfurt.de
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://www.boerse-frankfurt.de/en/etf/IE00BF2FNG46",www.boerse-frankfurt.de
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://www.boerse-frankfurt.de/en/etf/IE00BF4RFH31",www.boerse-frankfurt.de
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://www.boerse-frankfurt.de/en/etf/IE00BFY0GT14",www.boerse-frankfurt.de
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://www.boerse-frankfurt.de/en/etf/IE00BG47KB92",www.boerse-frankfurt.de
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://www.boerse-frankfurt.de/en/etf/IE00BKM4GZ66",www.boerse-frankfurt.de
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://www.boerse-frankfurt.de/en/etf/IE00BMVB5P51",www.boerse-frankfurt.de
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://www.boerse-frankfurt.de/en/etf/IE00BNG8L278",www.boerse-frankfurt.de
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://www.boerse-frankfurt.de/en/etf/IE00BNG8L385",www.boerse-frankfurt.de
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://www.boerse-stuttgart.de/en/products/etps/etfs/stuttgart/IE00B3VTMJ91",www.boerse-stuttgart.de
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://www.boerse-stuttgart.de/en/products/etps/etfs/stuttgart/IE00BC7GZJ81",www.boerse-stuttgart.de
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://www.boerse-stuttgart.de/en/products/etps/etfs/stuttgart/IE00BCRY6557",www.boerse-stuttgart.de
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://www.boerse-stuttgart.de/en/products/etps/etfs/stuttgart/IE00BKM4GZ66",www.boerse-stuttgart.de
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://www.boerse-stuttgart.de/en/products/etps/etfs/stuttgart/LU0908508731",www.boerse-stuttgart.de
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://www.justetf.com/en/etf-profile.html?isin=IE00B14X4Q57#overview",www.justetf.com
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://www.justetf.com/en/etf-profile.html?isin=IE00B6R52259#overview",www.justetf.com
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://www.justetf.com/en/etf-profile.html?isin=IE00BCRY5Y77#overview",www.justetf.com
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://www.justetf.com/en/etf-profile.html?isin=IE00BDBRDM35#overview",www.justetf.com
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://www.justetf.com/en/etf-profile.html?isin=IE00BDFK1573#overview",www.justetf.com
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://www.justetf.com/en/etf-profile.html?isin=IE00BDFK3H31#overview",www.justetf.com
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://www.justetf.com/en/etf-profile.html?isin=IE00BFY0GT14#overview",www.justetf.com
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://www.justetf.com/en/etf-profile.html?isin=IE00BK5BQT80#overview",www.justetf.com
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://www.justetf.com/en/etf-profile.html?isin=IE00BK7Y2P34#overview",www.justetf.com
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://www.justetf.com/en/etf-profile.html?isin=IE00BKM4GZ66#overview",www.justetf.com
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://www.justetf.com/en/etf-profile.html?isin=IE00BMVB5K07#overview",www.justetf.com
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://www.justetf.com/en/etf-profile.html?isin=IE00BMVB5P51#overview",www.justetf.com
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://www.justetf.com/en/etf-profile.html?isin=IE00BNDS1X14#overview",www.justetf.com
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://www.justetf.com/en/etf-profile.html?isin=IE00BNG8L278#overview",www.justetf.com
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://www.justetf.com/en/etf-profile.html?isin=IE00BYXYYP94#overview",www.justetf.com
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://www.justetf.com/en/etf-profile.html?isin=LU0908508731#overview",www.justetf.com
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://www.six-group.com/en/products-services/the-swiss-stock-exchange/market-data/etf/etf-explorer/etf-detail.IE00B6R52259USD4.html#/",www.six-group.com
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://www.six-group.com/en/products-services/the-swiss-stock-exchange/market-data/etf/etf-explorer/etf-detail.IE00BC7GZJ81CHF4.html#/",www.six-group.com
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://www.six-group.com/en/products-services/the-swiss-stock-exchange/market-data/etf/etf-explorer/etf-detail.IE00BNDS1R53CHF4.html#/",www.six-group.com
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://www.six-group.com/en/products-services/the-swiss-stock-exchange/market-data/etf/etf-explorer/etf-detail.IE00BYXYYP94CHF4.html#/",www.six-group.com
List of non-US domiciled ETFs,https://bogleheads.org/wiki/List%20of%20non-US%20domiciled%20ETFs ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"https://www.six-group.com/en/products-services/the-swiss-stock-exchange/market-data/etf/etf-explorer/etf-detail.IE00BZ043R46USD4.html#/",www.six-group.com
List of state insurance commissioners websites,https://bogleheads.org/wiki/List%20of%20state%20insurance%20commissioners%20websites ,ERROR,Not Found,"http://disb.dc.gov/disr/frames.asp?doc=/disr/lib/disr/pdf/consumer_guide_auto.pdf",disb.dc.gov
List of state insurance commissioners websites,https://bogleheads.org/wiki/List%20of%20state%20insurance%20commissioners%20websites ,ERROR,Not Found,"http://disb.dc.gov/disr/frames.asp?doc=/disr/lib/disr/pdf/consumer_guide_home.pdf",disb.dc.gov
List of state insurance commissioners websites,https://bogleheads.org/wiki/List%20of%20state%20insurance%20commissioners%20websites ,ERROR,Not Found,"http://disb.dc.gov/disr/frames.asp?doc=/disr/lib/disr/pdf/consumer_guide_life2.pdf",disb.dc.gov
List of state insurance commissioners websites,https://bogleheads.org/wiki/List%20of%20state%20insurance%20commissioners%20websites ,ERROR,Not Found,"http://disb.dc.gov/disr/frames.asp?doc=/disr/lib/disr/pdf/fixed_deferred_annuities.pdf",disb.dc.gov
List of state insurance commissioners websites,https://bogleheads.org/wiki/List%20of%20state%20insurance%20commissioners%20websites ,ERROR,Not Found,"http://disb.dc.gov/disr/site/default.asp",disb.dc.gov
List of state insurance commissioners websites,https://bogleheads.org/wiki/List%20of%20state%20insurance%20commissioners%20websites ,ERROR,Not Found,"http://doi.sc.gov/consumer/Pages/Auto.aspx",doi.sc.gov
List of state insurance commissioners websites,https://bogleheads.org/wiki/List%20of%20state%20insurance%20commissioners%20websites ,ERROR,Not Found,"http://doi.sc.gov/consumer/Pages/Health.aspx",doi.sc.gov
List of state insurance commissioners websites,https://bogleheads.org/wiki/List%20of%20state%20insurance%20commissioners%20websites ,ERROR,Not Found,"http://doi.sc.gov/consumer/Pages/Homeowners.aspx",doi.sc.gov
List of state insurance commissioners websites,https://bogleheads.org/wiki/List%20of%20state%20insurance%20commissioners%20websites ,ERROR,Not Found,"http://doi.sc.gov/consumer/Pages/index.aspx",doi.sc.gov
List of state insurance commissioners websites,https://bogleheads.org/wiki/List%20of%20state%20insurance%20commissioners%20websites ,ERROR,Not Found,"http://doi.sc.gov/consumer/Pages/Life.aspx",doi.sc.gov
List of state insurance commissioners websites,https://bogleheads.org/wiki/List%20of%20state%20insurance%20commissioners%20websites ,ERROR,Not Found,"http://doi.sc.gov/Pages/default.aspx",doi.sc.gov
List of state insurance commissioners websites,https://bogleheads.org/wiki/List%20of%20state%20insurance%20commissioners%20websites ,ERROR,Not Found,"http://doi.state.nv.us/scs/doc/AutoGuide2010.pdf",doi.state.nv.us
List of state insurance commissioners websites,https://bogleheads.org/wiki/List%20of%20state%20insurance%20commissioners%20websites ,ERROR,Not Found,"http://doi.state.nv.us/scs/doc/GuideHealthInsurance.pdf",doi.state.nv.us
List of state insurance commissioners websites,https://bogleheads.org/wiki/List%20of%20state%20insurance%20commissioners%20websites ,ERROR,Not Found,"http://doi.state.nv.us/scs/doc/HomeInsuranceGuide2011A.pdf",doi.state.nv.us
List of state insurance commissioners websites,https://bogleheads.org/wiki/List%20of%20state%20insurance%20commissioners%20websites ,ERROR,Not Found,"http://doraapps.state.co.us/Insurance/Consumer/pages/main.aspx",doraapps.state.co.us
List of state insurance commissioners websites,https://bogleheads.org/wiki/List%20of%20state%20insurance%20commissioners%20websites ,OTHER,The requested name is valid-- but no data of the requested type was found. (healthinsurance.alabama.gov:80),"http://healthinsurance.alabama.gov/",healthinsurance.alabama.gov
List of state insurance commissioners websites,https://bogleheads.org/wiki/List%20of%20state%20insurance%20commissioners%20websites ,ERROR,Not Found,"http://healthinsuranceinfo.net/getinsured/wyoming/",healthinsuranceinfo.net
List of state insurance commissioners websites,https://bogleheads.org/wiki/List%20of%20state%20insurance%20commissioners%20websites ,ERROR,Not Found,"http://insurance.ky.gov/news/fpubs.aspx?Div_id=4",insurance.ky.gov
List of state insurance commissioners websites,https://bogleheads.org/wiki/List%20of%20state%20insurance%20commissioners%20websites ,ERROR,Not Found,"http://insurance.ky.gov/news/fpubs.aspx?Div_id=4#65",insurance.ky.gov
List of state insurance commissioners websites,https://bogleheads.org/wiki/List%20of%20state%20insurance%20commissioners%20websites ,ERROR,Not Found,"http://insurance.ky.gov/news/fpubs.aspx?Div_id=4#66",insurance.ky.gov
List of state insurance commissioners websites,https://bogleheads.org/wiki/List%20of%20state%20insurance%20commissioners%20websites ,ERROR,Not Found,"http://insurance.ky.gov/news/fpubs.aspx?Div_id=4#68",insurance.ky.gov
List of state insurance commissioners websites,https://bogleheads.org/wiki/List%20of%20state%20insurance%20commissioners%20websites ,ERROR,Not Found,"http://insurance.utah.gov/annuity/annuity.html",insurance.utah.gov
List of state insurance commissioners websites,https://bogleheads.org/wiki/List%20of%20state%20insurance%20commissioners%20websites ,ERROR,Not Found,"http://insurance.utah.gov/annuity/lifeinsurance.html",insurance.utah.gov
List of state insurance commissioners websites,https://bogleheads.org/wiki/List%20of%20state%20insurance%20commissioners%20websites ,ERROR,Not Found,"http://insurance.utah.gov/auto/home.html",insurance.utah.gov
List of state insurance commissioners websites,https://bogleheads.org/wiki/List%20of%20state%20insurance%20commissioners%20websites ,ERROR,Not Found,"http://insurance.utah.gov/health/index.html",insurance.utah.gov
List of state insurance commissioners websites,https://bogleheads.org/wiki/List%20of%20state%20insurance%20commissioners%20websites ,ERROR,Not Found,"http://insurance.utah.gov/index.html",insurance.utah.gov
List of state insurance commissioners websites,https://bogleheads.org/wiki/List%20of%20state%20insurance%20commissioners%20websites ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://insuranceca.iowa.gov/health/index.html",insuranceca.iowa.gov
List of state insurance commissioners websites,https://bogleheads.org/wiki/List%20of%20state%20insurance%20commissioners%20websites ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://insuranceca.iowa.gov/home_auto/index.html",insuranceca.iowa.gov
List of state insurance commissioners websites,https://bogleheads.org/wiki/List%20of%20state%20insurance%20commissioners%20websites ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://insuranceca.iowa.gov/index.html",insuranceca.iowa.gov
List of state insurance commissioners websites,https://bogleheads.org/wiki/List%20of%20state%20insurance%20commissioners%20websites ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://insuranceca.iowa.gov/life_annuities/index.html",insuranceca.iowa.gov
List of state insurance commissioners websites,https://bogleheads.org/wiki/List%20of%20state%20insurance%20commissioners%20websites ,UPDATE LINK,redirected to http://validate.perfdrive.com/d5bd5333eafe8b0ccd6023ba818d1aa6/?ssa=4cdb2a7f-3e63-4b5c-a370-9634be27207d&ssb=75799243976&ssc=https%3A%2F%2Fmn.gov%2Fcommerce%2Finsurance%2F&ssi=5bedd466-bf56-440c-b1f3-0b81f6cf3f59&ssk=support@shieldsquare.com&ssm=20084672825787780100356188347257&ssn=c5a61b29967f030fb9225ffe3aa88cf851abbca8650c-5439-479a-998380&sso=79079657-5b7f861abf5df70fdfe30fc806cb68528b47dea1deac8107&ssp=91253228431696315637169638020275538&ssq=82381363793266818492137932050636616567988&ssr=NzEuMjI3LjIzNi4yNTM=&sst=Mozilla/5.0 (compatible; AcmeInc/1.0)&ssu=&ssv=&ssw=&ssx=W10=,"http://mn.gov/commerce/insurance/",mn.gov
List of state insurance commissioners websites,https://bogleheads.org/wiki/List%20of%20state%20insurance%20commissioners%20websites ,UPDATE LINK,redirected to http://validate.perfdrive.com/d5bd5333eafe8b0ccd6023ba818d1aa6/?ssa=79da1f87-e600-4550-a94b-711368085668&ssb=75799243976&ssc=https%3A%2F%2Fmn.gov%2Fcommerce%2Finsurance%2Fconsumers%2F&ssi=25da6abf-bf56-4006-8bf0-8d233df24a79&ssk=support@shieldsquare.com&ssm=20084672825787780250356188347257&ssn=c5a61b29dd42ecefcf79944583b18cf851abbca8650c-5439-479a-998380&sso=79079657-5b7f861abf5df70fdfe3c6f3d8cf4c4d91b113dcdeac8107&ssp=91253228431696315637169638020275538&ssq=82381363793266818492137932050636616567988&ssr=NzEuMjI3LjIzNi4yNTM=&sst=Mozilla/5.0 (compatible; AcmeInc/1.0)&ssu=&ssv=&ssw=&ssx=W10=,"http://mn.gov/commerce/insurance/consumers/",mn.gov
List of state insurance commissioners websites,https://bogleheads.org/wiki/List%20of%20state%20insurance%20commissioners%20websites ,UPDATE LINK,redirected to http://validate.perfdrive.com/d5bd5333eafe8b0ccd6023ba818d1aa6/?ssa=d6b2bfe8-39e3-433b-a3d4-3c9131ac3626&ssb=75799243976&ssc=https%3A%2F%2Fmn.gov%2Fcommerce%2Finsurance%2Ftopics%2Fauto-leisure%2F&ssi=a411458c-bf56-4650-b524-ab3ae0fce701&ssk=support@shieldsquare.com&ssm=20084672825787780130356188347257&ssn=c5a61b2904c72dc75b009b9c151b8cf851abbca8650c-5439-479a-998380&sso=79079657-5b7f861abf5df70fdfe30439f0f9343aad9e7db3deac8107&ssp=91253228431696315637169638020275538&ssq=82381363793266818492137932050636616567988&ssr=NzEuMjI3LjIzNi4yNTM=&sst=Mozilla/5.0 (compatible; AcmeInc/1.0)&ssu=&ssv=&ssw=&ssx=W10=,"http://mn.gov/commerce/insurance/topics/auto-leisure/",mn.gov
List of state insurance commissioners websites,https://bogleheads.org/wiki/List%20of%20state%20insurance%20commissioners%20websites ,UPDATE LINK,redirected to http://validate.perfdrive.com/d5bd5333eafe8b0ccd6023ba818d1aa6/?ssa=1075100d-90e8-43be-b6c5-1703ba166096&ssb=75799243976&ssc=https%3A%2F%2Fmn.gov%2Fcommerce%2Finsurance%2Ftopics%2Fhome-property%2F&ssi=522fe2d8-bf56-457f-8d32-8c4ec5f1d4e0&ssk=support@shieldsquare.com&ssm=20084672825787780160356188347257&ssn=c5a61b291be3dade5978080394e98cf851abbca8650c-5439-479a-998380&sso=79079657-5b7f861abf5df70fdfe37f16d35fbb6e7994194fdeac8107&ssp=91253228431696315637169638020275538&ssq=82381363793266818492137932050636616567988&ssr=NzEuMjI3LjIzNi4yNTM=&sst=Mozilla/5.0 (compatible; AcmeInc/1.0)&ssu=&ssv=&ssw=&ssx=W10=,"http://mn.gov/commerce/insurance/topics/home-property/",mn.gov
List of state insurance commissioners websites,https://bogleheads.org/wiki/List%20of%20state%20insurance%20commissioners%20websites ,UPDATE LINK,redirected to http://validate.perfdrive.com/d5bd5333eafe8b0ccd6023ba818d1aa6/?ssa=e0191b26-b741-4922-a977-56b7d877a981&ssb=75799243976&ssc=https%3A%2F%2Fmn.gov%2Fcommerce%2Finsurance%2Ftopics%2Flife-annuities%2F&ssi=fb096093-bf56-415f-9a37-27e46ed02ee9&ssk=support@shieldsquare.com&ssm=20084672825787780220356188347257&ssn=c5a61b29cc7b61ba1012cecf820c8cf851abbca8650c-5439-479a-998380&sso=79079657-5b7f861abf5df70fdfe352f2db504cdf108d43e8deac8107&ssp=91253228431696315637169638020275538&ssq=82381363793266818492137932050636616567988&ssr=NzEuMjI3LjIzNi4yNTM=&sst=Mozilla/5.0 (compatible; AcmeInc/1.0)&ssu=&ssv=&ssw=&ssx=W10=,"http://mn.gov/commerce/insurance/topics/life-annuities/",mn.gov
List of state insurance commissioners websites,https://bogleheads.org/wiki/List%20of%20state%20insurance%20commissioners%20websites ,UPDATE LINK,redirected to http://validate.perfdrive.com/d5bd5333eafe8b0ccd6023ba818d1aa6/?ssa=38353e39-6602-492a-b292-d02bf5775086&ssb=75799243976&ssc=https%3A%2F%2Fmn.gov%2Fcommerce%2Finsurance%2Ftopics%2Fmedical%2Fhealth-insurance%2Findex.jsp&ssi=314e5232-bf56-48d2-8233-903bbcb1374f&ssk=support@shieldsquare.com&ssm=20084672825787780190356188347257&ssn=c5a61b292d548bf15e6dcaad9b388cf851abbca8650c-5439-479a-998380&sso=79079657-5b7f861abf5df70fdfe3aeb374ba63ab51771b23deac8107&ssp=91253228431696315637169638020275538&ssq=82381363793266818492137932050636616567988&ssr=NzEuMjI3LjIzNi4yNTM=&sst=Mozilla/5.0 (compatible; AcmeInc/1.0)&ssu=&ssv=&ssw=&ssx=W10=,"http://mn.gov/commerce/insurance/topics/medical/health-insurance/index.jsp",mn.gov
List of state insurance commissioners websites,https://bogleheads.org/wiki/List%20of%20state%20insurance%20commissioners%20websites ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://www.bishca.state.vt.us/health-care/consumer-information/health-insurance-publications-and-websites",www.bishca.state.vt.us
List of state insurance commissioners websites,https://bogleheads.org/wiki/List%20of%20state%20insurance%20commissioners%20websites ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://www.bishca.state.vt.us/insurance/insurance-consumer/consumer-services",www.bishca.state.vt.us
List of state insurance commissioners websites,https://bogleheads.org/wiki/List%20of%20state%20insurance%20commissioners%20websites ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://www.bishca.state.vt.us/insurance/insurance-consumer/consumers-guide-homeowner-insurance",www.bishca.state.vt.us
List of state insurance commissioners websites,https://bogleheads.org/wiki/List%20of%20state%20insurance%20commissioners%20websites ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://www.bishca.state.vt.us/insurance/insurance-division",www.bishca.state.vt.us
List of state insurance commissioners websites,https://bogleheads.org/wiki/List%20of%20state%20insurance%20commissioners%20websites ,ERROR,The request was canceled due to the configured HttpClient.Timeout of 15 seconds elapsing.,"http://www.bishca.state.vt.us/sites/default/files/Consumer_Guide_to_Auto_Ins_10-08.pdf",www.bishca.state.vt.us
